feature_name,original_columns,feature_type,data_type,unit,formula,description,dataset,task,temporal_behavior,lookback,available_at_prediction_time,leakage_status,missing_rate,variance,unique_count,status,removal_reason
sensor_8,8,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 8,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.005460701802864777,1208,KEEP,Passes variance and completeness screening
sensor_9,9,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 9,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.0002284991856548703,568,KEEP,Passes variance and completeness screening
sensor_10,10,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 10,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,8.652915872302523e-05,392,KEEP,Passes variance and completeness screening
sensor_11,11,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 11,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.00015505359361185785,378,KEEP,Passes variance and completeness screening
sensor_12,12,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 12,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,10.60984480956244,1547,KEEP,Passes variance and completeness screening
sensor_13,13,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 13,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0019144862795149968,0.0,1,REMOVE,"Near-zero/zero variance (var=0.00e+00, unique=1)"
sensor_14,14,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 14,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0019144862795149968,7.820946786353915,1555,KEEP,Passes variance and completeness screening
sensor_15,15,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 15,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0019144862795149968,296.5660979749953,1561,KEEP,Passes variance and completeness screening
sensor_16,16,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 16,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0019144862795149968,5.7785747963836345,1477,KEEP,Passes variance and completeness screening
sensor_17,17,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 17,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0019144862795149968,0.00014550179929327987,281,KEEP,Passes variance and completeness screening
sensor_18,18,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 18,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0019144862795149968,7.734187455719739,1548,KEEP,Passes variance and completeness screening
sensor_19,19,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 19,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.006381620931716656,0.04750885460969865,361,KEEP,Passes variance and completeness screening
sensor_20,20,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 20,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0,0.0002801249101397681,552,KEEP,Passes variance and completeness screening
sensor_21,21,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 21,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,392906.04326157435,1295,KEEP,Passes variance and completeness screening
sensor_22,22,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 22,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,87319.38390963206,1176,KEEP,Passes variance and completeness screening
sensor_23,23,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 23,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,1904847.554245327,1480,KEEP,Passes variance and completeness screening
sensor_24,24,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 24,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,8425609.918099247,1494,KEEP,Passes variance and completeness screening
sensor_25,25,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 25,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.031541928969954974,704,KEEP,Passes variance and completeness screening
sensor_26,26,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 26,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.03590837324042555,624,KEEP,Passes variance and completeness screening
sensor_27,27,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 27,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,1.548156250865831,1148,KEEP,Passes variance and completeness screening
sensor_28,28,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 28,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,11.979773487086947,869,KEEP,Passes variance and completeness screening
sensor_29,29,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 29,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.1670309511443583,188,KEEP,Passes variance and completeness screening
sensor_30,30,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 30,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.0010853033811722217,842,KEEP,Passes variance and completeness screening
sensor_31,31,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 31,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0012763241863433313,0.2865694657314088,1275,KEEP,Passes variance and completeness screening
sensor_32,32,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 32,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,4.106901683442041,338,KEEP,Passes variance and completeness screening
sensor_33,33,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 33,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,1.8075629222613934,330,KEEP,Passes variance and completeness screening
sensor_34,34,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 34,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,1.398585749757441,329,KEEP,Passes variance and completeness screening
sensor_35,35,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 35,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,6.629330325793515,331,KEEP,Passes variance and completeness screening
sensor_36,36,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 36,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,1.3985874294421792,330,KEEP,Passes variance and completeness screening
sensor_37,37,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 37,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.09250162542205567,325,KEEP,Passes variance and completeness screening
sensor_38,38,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 38,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.1995905503449949,329,KEEP,Passes variance and completeness screening
sensor_39,39,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 39,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,3.2660472308144404,333,KEEP,Passes variance and completeness screening
sensor_40,40,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 40,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,579.0252262368984,291,KEEP,Passes variance and completeness screening
sensor_41,41,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 41,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,5.571606134393039,315,KEEP,Passes variance and completeness screening
sensor_42,42,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 42,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.0,1,REMOVE,"Near-zero/zero variance (var=0.00e+00, unique=1)"
sensor_43,43,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 43,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,38.871561332536736,1523,KEEP,Passes variance and completeness screening
sensor_44,44,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 44,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.03063815973313095,1376,KEEP,Passes variance and completeness screening
sensor_45,45,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 45,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,61.61068560277669,1520,KEEP,Passes variance and completeness screening
sensor_46,46,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 46,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,148.11656003488378,1562,KEEP,Passes variance and completeness screening
sensor_47,47,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 47,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.03596215621214384,1341,KEEP,Passes variance and completeness screening
sensor_48,48,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 48,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,20.468846284794957,1486,KEEP,Passes variance and completeness screening
sensor_49,49,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 49,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.0,1,REMOVE,"Near-zero/zero variance (var=0.00e+00, unique=1)"
sensor_50,50,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 50,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,74.71848314837915,1520,KEEP,Passes variance and completeness screening
sensor_51,51,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 51,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,3711.8688158565383,1562,KEEP,Passes variance and completeness screening
sensor_52,52,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 52,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0006381620931716656,0.0,1,REMOVE,"Near-zero/zero variance (var=0.00e+00, unique=1)"
sensor_53,53,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 53,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0025526483726866626,0.003019460758267982,153,KEEP,Passes variance and completeness screening
sensor_54,54,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 54,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0025526483726866626,0.0035498565580653124,169,KEEP,Passes variance and completeness screening
sensor_55,55,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 55,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0025526483726866626,663.0273391643995,107,KEEP,Passes variance and completeness screening
sensor_56,56,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 56,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0025526483726866626,4.6340170803217524e-05,187,KEEP,Passes variance and completeness screening
sensor_57,57,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 57,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0025526483726866626,1.743857661527824e-05,159,KEEP,Passes variance and completeness screening
sensor_58,58,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 58,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0025526483726866626,0.007241120885653599,382,KEEP,Passes variance and completeness screening
sensor_59,59,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 59,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.004467134652201659,90.86321038312164,1500,KEEP,Passes variance and completeness screening
sensor_60,60,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 60,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,36.335442824009355,1498,KEEP,Passes variance and completeness screening
sensor_61,61,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 61,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,0.07555730046428162,1418,KEEP,Passes variance and completeness screening
sensor_62,62,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 62,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,74.46001254038637,1518,KEEP,Passes variance and completeness screening
sensor_63,63,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 63,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.004467134652201659,50.69245067966251,1534,KEEP,Passes variance and completeness screening
sensor_64,64,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 64,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.004467134652201659,24.775182250200487,1496,KEEP,Passes variance and completeness screening
sensor_65,65,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 65,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.004467134652201659,50.718654958467916,1550,KEEP,Passes variance and completeness screening
sensor_66,66,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 66,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,135.09595015985482,1559,KEEP,Passes variance and completeness screening
sensor_67,67,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 67,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,94557.66024119168,1306,KEEP,Passes variance and completeness screening
sensor_68,68,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 68,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,17.978407160493415,1479,KEEP,Passes variance and completeness screening
sensor_69,69,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 69,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,0.0,1,REMOVE,"Near-zero/zero variance (var=0.00e+00, unique=1)"
sensor_70,70,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 70,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,90.99615286099841,1533,KEEP,Passes variance and completeness screening
sensor_71,71,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 71,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,1001.8426938973171,1557,KEEP,Passes variance and completeness screening
sensor_72,72,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 72,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.5067007019783025,338.13623906516705,773,REMOVE,Excessive missingness (50.7% > 50%)
sensor_73,73,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 73,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.5067007019783025,310.8128676860849,770,REMOVE,Excessive missingness (50.7% > 50%)
sensor_74,74,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 74,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.0038289725590299937,0.011276246156310041,2,KEEP,Passes variance and completeness screening
sensor_75,75,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 75,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.000496940710560138,675,KEEP,Passes variance and completeness screening
sensor_76,76,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 76,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.0011024577626164939,891,KEEP,Passes variance and completeness screening
sensor_77,77,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 77,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.0009839660465110415,842,KEEP,Passes variance and completeness screening
sensor_78,78,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 78,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.002291757258452675,995,KEEP,Passes variance and completeness screening
sensor_79,79,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 79,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.0005326701365019884,691,KEEP,Passes variance and completeness screening
sensor_80,80,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 80,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.0024232009259086474,922,KEEP,Passes variance and completeness screening
sensor_81,81,FAB_IN_LINE_SENSOR,float64,UNKNOWN / NOT DOCUMENTED,Raw in-line sensor reading,Semiconductor in-line sensor channel 81,UCI_SECOM,Yield_Defect_Classification,IN_LINE_PROCESS,Current wafer,YES,SAFE,0.015315890236119975,0.00028971867724454105,580,KEEP,Passes variance and completeness screening
